Gender,forearm center of grip length,elbow wrist length,hand breadth,hand circumference,thumbbreadth estimated,radial estylion length,wrist circumference,forearm circumference flexed,forearm taper diff
Female,290,530,77,182,21٫56,221,146,252,106
Female,290,538,76,183,21٫28,220,147,262,115
Female,290,542,77,186,21٫56,221,155,270,115
Female,290,544,75,181,21,228,159,277,118
Female,290,545,80,191,22٫4,222,154,247,93
Female,290,546,76,184,21٫28,228,158,266,108
Female,290,553,79,192,22٫12,229,154,278,124
Female,291,529,73,187,20٫44,219,151,257,106
Female,291,535,72,175,20٫16,229,143,248,105
Female,291,535,82,196,22٫96,220,156,273,117
Female,291,536,74,174,20٫72,225,143,235,92
Female,291,542,75,175,21,228,157,284,127
Female,291,543,75,177,21,226,145,256,111
Female,291,544,78,188,21٫84,223,151,252,101
Female,292,531,74,180,20٫72,228,145,262,117
Female,292,533,74,175,20٫72,225,146,267,121
Female,292,534,78,187,21٫84,223,156,268,112
Female,292,542,75,186,21,220,154,264,110
Female,292,548,77,181,21٫56,224,152,259,107
Female,293,528,75,180,21,222,144,249,105
Female,293,542,75,177,21,220,150,254,104
Female,293,548,80,189,22٫4,226,146,256,110
Female,293,550,79,189,22٫12,224,156,257,101
Female,293,550,79,193,22٫12,226,157,261,104
Female,294,530,80,196,22٫4,226,156,275,119
Female,294,532,78,188,21٫84,220,144,242,98
Female,294,536,78,188,21٫84,223,150,246,96
Female,294,537,80,191,22٫4,222,158,257,99
Female,294,537,81,192,22٫68,221,154,270,116
Female,294,540,78,190,21٫84,224,156,283,127
Female,294,544,80,189,22٫4,222,146,250,104
Female,294,548,77,188,21٫56,227,152,255,103
Female,294,549,78,190,21٫84,227,150,264,114
Female,294,550,80,190,22٫4,222,159,268,109
Female,294,551,76,180,21٫28,220,158,276,118
Female,294,570,76,183,21٫28,238,143,245,102
Female,295,530,81,188,22٫68,226,154,257,103
Female,295,533,77,185,21٫56,221,150,256,106
Female,295,534,73,177,20٫44,219,150,250,100
Female,295,541,78,180,21٫84,229,148,240,92
Female,295,546,73,178,20٫44,228,154,267,113
Female,295,549,76,176,21٫28,232,145,238,93
Female,295,552,78,185,21٫84,229,156,246,90
Female,295,553,80,180,22٫4,232,149,250,101
Female,295,558,77,186,21٫56,228,152,246,94
Female,295,558,80,187,22٫4,227,151,251,100
Female,295,563,75,179,21,232,147,262,115
Female,295,566,74,186,20٫72,222,154,271,117
Female,296,531,72,173,20٫16,224,145,249,104
Female,296,534,74,176,20٫72,228,153,253,100
Female,296,536,75,187,21,222,154,286,132
Female,296,536,76,182,21٫28,219,153,249,96
Female,296,537,78,182,21٫84,224,149,275,126
Female,296,540,80,190,22٫4,226,152,249,97
Female,296,542,83,196,23٫24,232,154,273,119
Female,296,543,75,185,21,229,143,242,99
Female,296,544,73,173,20٫44,226,150,252,102
Female,296,544,75,177,21,222,147,238,91
Female,296,548,74,175,20٫72,229,152,258,106
Female,296,551,76,181,21٫28,232,146,247,101
Female,296,551,81,190,22٫68,226,153,280,127
Female,296,554,74,177,20٫72,228,154,257,103
Female,296,554,77,179,21٫56,232,147,242,95
Female,296,554,78,189,21٫84,231,151,272,121
Female,296,555,72,174,20٫16,233,145,239,94
Female,296,556,75,177,21,225,155,257,102
Female,296,557,80,188,22٫4,218,157,250,93
Female,296,558,76,177,21٫28,229,154,278,124
Female,296,569,80,187,22٫4,236,150,256,106
Female,296,570,75,183,21,237,148,255,107
Female,297,529,76,179,21٫28,230,159,260,101
Female,297,530,78,182,21٫84,222,154,255,101
Female,297,536,77,178,21٫56,221,146,245,99
Female,297,537,78,192,21٫84,218,155,244,89
Female,297,549,78,182,21٫84,235,145,237,92
Female,297,556,76,179,21٫28,223,145,255,110
Female,297,558,73,177,20٫44,225,153,249,96
Female,297,559,77,187,21٫56,228,151,258,107
Female,297,560,77,177,21٫56,232,158,257,99
Female,297,564,74,188,20٫72,226,154,253,99
Female,297,570,81,192,22٫68,227,161,280,119
Female,298,531,78,185,21٫84,219,147,252,105
Female,298,532,76,179,21٫28,222,146,260,114
Female,298,533,76,178,21٫28,222,146,238,92
Female,298,540,77,180,21٫56,230,150,263,113
Female,298,540,77,183,21٫56,235,156,276,120
Female,298,541,72,177,20٫16,231,144,245,101
Female,298,544,77,179,21٫56,229,148,253,105
Female,298,545,76,183,21٫28,232,153,245,92
Female,298,546,78,186,21٫84,223,154,261,107
Female,298,549,84,195,23٫52,231,154,254,100
Female,298,552,77,179,21٫56,228,159,261,102
Female,298,553,75,180,21,228,154,260,106
Female,298,556,75,177,21,232,158,278,120
Female,298,562,77,179,21٫56,229,147,260,113
Female,298,563,78,183,21٫84,223,163,278,115
Female,298,564,80,189,22٫4,232,158,257,99
Female,298,573,77,183,21٫56,239,149,251,102
Female,298,574,77,180,21٫56,240,145,246,101
Female,299,537,76,179,21٫28,222,152,249,97
Female,299,542,79,184,22٫12,227,151,254,103
Female,299,546,78,189,21٫84,222,154,272,118
Female,299,549,79,187,22٫12,230,147,263,116
Female,299,549,80,194,22٫4,238,161,272,111
Female,299,558,75,180,21,231,144,248,104
Female,299,567,78,185,21٫84,235,153,270,117
Female,299,576,77,187,21٫56,235,155,263,108
Female,299,581,80,190,22٫4,233,152,250,98
Female,300,533,82,192,22٫96,222,155,258,103
Female,300,534,77,185,21٫56,218,152,265,113
Female,300,542,74,179,20٫72,235,144,250,106
Female,300,542,75,178,21,223,153,248,95
Female,300,542,77,192,21٫56,221,160,261,101
Female,300,542,81,193,22٫68,228,152,253,101
Female,300,543,75,181,21,223,158,275,117
Female,300,546,74,183,20٫72,232,147,250,103
Female,300,546,77,180,21٫56,221,147,246,99
Female,300,548,72,174,20٫16,226,148,261,113
Female,300,550,76,177,21٫28,224,152,252,100
Female,300,553,77,180,21٫56,234,146,260,114
Female,300,553,79,189,22٫12,229,154,249,95
Female,300,555,72,173,20٫16,231,145,254,109
Female,300,555,75,183,21,219,147,254,107
Female,300,556,76,190,21٫28,232,150,255,105
Female,300,561,76,179,21٫28,229,148,282,134
Female,300,561,79,183,22٫12,233,157,260,103
Female,300,562,76,182,21٫28,238,147,268,121
Female,300,578,75,178,21,233,151,272,121
Female,301,532,76,182,21٫28,225,153,267,114
Female,301,536,79,184,22٫12,223,154,269,115
Female,301,544,78,180,21٫84,226,148,241,93
Female,301,544,80,197,22٫4,232,157,265,108
Female,301,546,79,194,22٫12,234,146,242,96
Female,301,546,82,192,22٫96,223,157,257,100
Female,301,548,78,192,21٫84,234,154,248,94
Female,301,551,75,177,21,231,153,269,116
Female,301,551,77,183,21٫56,228,147,258,111
Female,301,551,80,187,22٫4,225,153,255,102
Female,301,553,77,183,21٫56,229,155,271,116
Female,301,553,80,182,22٫4,232,152,268,116
Female,301,554,74,175,20٫72,225,146,245,99
Female,301,554,75,186,21,224,158,273,115
Female,301,555,75,176,21,225,146,251,105
Female,301,564,78,183,21٫84,235,155,264,109
Female,301,564,78,183,21٫84,237,153,252,99
Female,301,565,77,181,21٫56,232,152,256,104
Female,301,566,80,188,22٫4,234,148,260,112
Female,301,572,74,180,20٫72,240,154,251,97
Female,301,572,80,186,22٫4,229,159,271,112
Female,301,576,77,179,21٫56,228,150,261,111
Female,302,538,74,173,20٫72,223,148,244,96
Female,302,542,78,187,21٫84,221,150,274,124
Female,302,543,78,183,21٫84,219,160,254,94
Female,302,543,79,188,22٫12,235,148,256,108
Female,302,545,79,193,22٫12,222,157,267,110
Female,302,546,76,186,21٫28,228,148,248,100
Female,302,546,77,194,21٫56,224,154,282,128
Female,302,547,76,184,21٫28,242,146,249,103
Female,302,547,77,185,21٫56,232,145,246,101
Female,302,548,74,180,20٫72,235,152,270,118
Female,302,549,76,180,21٫28,223,155,282,127
Female,302,550,80,188,22٫4,224,145,264,119
Female,302,552,80,186,22٫4,227,162,271,109
Female,302,553,74,178,20٫72,234,153,272,119
Female,302,553,75,177,21,232,144,245,101
Female,302,557,79,185,22٫12,232,151,257,106
Female,302,557,79,193,22٫12,237,161,255,94
Female,302,559,76,177,21٫28,236,146,245,99
Female,302,561,82,189,22٫96,226,152,262,110
Female,302,561,83,195,23٫24,227,164,290,126
Female,302,563,78,185,21٫84,231,159,278,119
Female,302,566,74,174,20٫72,238,145,241,96
Female,302,567,78,188,21٫84,232,150,240,90
Female,302,570,77,181,21٫56,241,151,246,95
Female,302,570,81,193,22٫68,237,160,287,127
Female,302,572,75,183,21,230,151,250,99
Female,302,575,80,187,22٫4,242,151,244,93
Female,302,576,82,192,22٫96,233,153,247,94
Female,303,528,78,190,21٫84,225,165,293,128
Female,303,529,77,183,21٫56,222,146,247,101
Female,303,532,79,193,22٫12,226,163,294,131
Female,303,534,77,182,21٫56,227,151,264,113
Female,303,534,80,197,22٫4,219,158,271,113
Female,303,535,77,182,21٫56,230,147,261,114
Female,303,545,76,180,21٫28,223,148,258,110
Female,303,548,80,190,22٫4,223,151,247,96
Female,303,549,74,184,20٫72,226,150,268,118
Female,303,549,80,192,22٫4,233,151,268,117
Female,303,550,74,178,20٫72,232,146,264,118
Female,303,550,75,181,21,225,147,252,105
Female,303,551,78,180,21٫84,238,150,273,123
Female,303,553,75,182,21,235,147,246,99
Female,303,553,81,193,22٫68,226,157,274,117
Female,303,554,72,176,20٫16,229,149,248,99
Female,303,556,80,191,22٫4,223,155,273,118
Female,303,558,78,191,21٫84,232,154,272,118
Female,303,560,81,193,22٫68,235,146,239,93
Female,303,561,77,191,21٫56,227,150,267,117
Female,303,561,78,186,21٫84,234,154,252,98
Female,303,562,74,177,20٫72,235,154,260,106
Female,303,563,77,184,21٫56,234,153,266,113
Female,303,563,82,195,22٫96,238,156,281,125
Female,303,564,80,192,22٫4,237,165,276,111
Female,303,565,75,176,21,241,147,271,124
Female,303,568,77,182,21٫56,234,150,266,116
Female,303,569,77,175,21٫56,237,152,248,96
Female,303,570,79,184,22٫12,234,143,238,95
Female,303,572,76,180,21٫28,237,150,251,101
Female,303,572,78,188,21٫84,229,153,246,93
Female,304,537,79,184,22٫12,227,154,255,101
Female,304,542,74,176,20٫72,225,149,246,97
Female,304,542,78,182,21٫84,232,150,250,100
Female,304,543,80,191,22٫4,223,159,287,128
Female,304,547,80,189,22٫4,227,163,275,112
Female,304,550,72,174,20٫16,223,149,250,101
Female,304,550,76,173,21٫28,226,152,262,110
Female,304,550,77,185,21٫56,229,156,273,117
Female,304,551,78,184,21٫84,227,155,280,125
Female,304,557,77,182,21٫56,227,149,238,89
Female,304,559,85,200,23٫8,231,163,277,114
Female,304,560,74,176,20٫72,237,154,259,105
Female,304,560,80,186,22٫4,235,157,260,103
Female,304,563,76,184,21٫28,240,154,254,100
Female,304,564,79,183,22٫12,233,146,246,100
Female,304,567,80,187,22٫4,232,155,260,105
Female,304,568,82,190,22٫96,231,153,250,97
Female,304,579,74,178,20٫72,243,153,268,115
Female,304,582,75,174,21,246,148,260,112
Female,305,531,79,193,22٫12,225,147,250,103
Female,305,537,79,190,22٫12,225,155,264,109
Female,305,541,75,178,21,228,145,261,116
Female,305,541,75,180,21,224,148,247,99
Female,305,542,77,181,21٫56,232,147,256,109
Female,305,543,74,184,20٫72,228,149,256,107
Female,305,544,75,179,21,225,152,249,97
Female,305,544,77,181,21٫56,229,150,267,117
Female,305,544,80,189,22٫4,234,158,257,99
Female,305,549,77,182,21٫56,230,151,251,100
Female,305,551,72,176,20٫16,230,145,264,119
Female,305,551,73,174,20٫44,228,143,248,105
Female,305,551,74,178,20٫72,227,150,256,106
Female,305,552,78,182,21٫84,241,145,240,95
Female,305,552,80,192,22٫4,224,158,275,117
Female,305,553,76,180,21٫28,233,152,255,103
Female,305,555,75,178,21,226,146,240,94
Female,305,555,77,180,21٫56,228,157,254,97
Female,305,555,77,185,21٫56,236,154,275,121
Female,305,555,80,196,22٫4,233,162,265,103
Female,305,557,78,188,21٫84,233,150,242,92
Female,305,558,78,186,21٫84,234,154,256,102
Female,305,559,78,187,21٫84,222,159,258,99
Female,305,560,72,174,20٫16,235,148,240,92
Female,305,560,80,188,22٫4,237,156,268,112
Female,305,561,75,177,21,231,150,258,108
Female,305,562,74,174,20٫72,235,153,274,121
Female,305,563,76,175,21٫28,238,144,252,108
Female,305,563,77,187,21٫56,231,154,272,118
Female,305,565,77,183,21٫56,237,147,267,120
Female,305,566,75,176,21,234,153,272,119
Female,305,567,78,185,21٫84,231,157,273,116
Female,305,568,73,181,20٫44,241,149,254,105
Female,305,569,79,185,22٫12,228,150,252,102
Female,305,573,76,183,21٫28,240,152,268,116
Female,305,575,79,190,22٫12,241,164,282,118
Female,305,577,78,184,21٫84,233,158,267,109
Female,305,578,76,190,21٫28,236,147,257,110
Female,305,584,75,176,21,233,146,244,98
Female,306,536,78,185,21٫84,231,152,260,108
Female,306,542,83,198,23٫24,221,157,270,113
Female,306,543,79,185,22٫12,221,160,256,96
Female,306,546,73,180,20٫44,223,149,247,98
Female,306,546,78,188,21٫84,225,153,246,93
Female,306,549,80,184,22٫4,231,159,281,122
Female,306,551,73,183,20٫44,226,146,266,120
Female,306,551,74,177,20٫72,230,146,258,112
Female,306,553,78,182,21٫84,231,159,286,127
Female,306,555,72,178,20٫16,230,149,239,90
Female,306,555,77,182,21٫56,236,152,250,98
Female,306,555,78,197,21٫84,231,160,271,111
Female,306,557,78,185,21٫84,241,154,265,111
Female,306,558,77,193,21٫56,236,154,258,104
Female,306,560,77,182,21٫56,237,152,262,110
Female,306,560,80,183,22٫4,236,146,246,100
Female,306,561,80,185,22٫4,237,146,255,109
Female,306,561,81,189,22٫68,232,151,272,121
Female,306,562,75,187,21,239,158,269,111
Female,306,564,80,187,22٫4,231,156,267,111
Female,306,566,74,177,20٫72,236,146,246,100
Female,306,566,74,182,20٫72,234,149,270,121
Female,306,566,77,182,21٫56,239,152,272,120
Female,306,566,80,182,22٫4,241,148,256,108
Female,306,569,78,184,21٫84,228,144,259,115
Female,306,569,78,186,21٫84,241,155,277,122
Female,306,569,81,188,22٫68,239,154,263,109
Female,306,572,75,183,21,239,144,243,99
Female,306,574,77,182,21٫56,240,146,256,110
Female,306,574,77,183,21٫56,239,155,285,130
Female,306,575,82,193,22٫96,239,155,276,121
Female,306,578,78,188,21٫84,239,164,268,104
Female,306,583,78,186,21٫84,246,162,261,99
Female,307,540,76,183,21٫28,238,155,284,129
Female,307,540,80,193,22٫4,220,158,288,130
Female,307,543,75,183,21,236,146,243,97
Female,307,547,73,178,20٫44,225,152,264,112
Female,307,547,78,188,21٫84,224,149,259,110
Female,307,552,80,188,22٫4,230,153,244,91
Female,307,553,77,179,21٫56,225,150,264,114
Female,307,553,83,194,23٫24,233,161,283,122
Female,307,554,83,201,23٫24,243,154,260,106
Female,307,556,73,177,20٫44,231,152,261,109
Female,307,556,77,188,21٫56,231,154,263,109
Female,307,561,75,187,21,237,160,264,104
Female,307,561,82,192,22٫96,233,157,271,114
Female,307,562,78,187,21٫84,229,155,253,98
Female,307,562,79,189,22٫12,237,153,249,96
Female,307,563,81,193,22٫68,238,163,285,122
Female,307,564,81,188,22٫68,221,157,275,118
Female,307,566,76,187,21٫28,234,162,283,121
Female,307,569,75,177,21,236,149,251,102
Female,307,569,80,186,22٫4,232,155,255,100
Female,307,570,77,180,21٫56,237,152,256,104
Female,307,572,82,197,22٫96,238,154,253,99
Female,307,576,78,190,21٫84,224,164,270,106
Female,307,579,80,186,22٫4,231,153,259,106
Female,307,583,80,189,22٫4,238,159,274,115
Female,307,584,77,180,21٫56,244,152,249,97
Female,307,585,75,183,21,234,154,250,96
Female,308,534,80,190,22٫4,220,159,274,115
Female,308,535,81,188,22٫68,220,154,250,96
Female,308,539,74,174,20٫72,231,144,250,106
Female,308,542,76,186,21٫28,221,156,257,101
Female,308,542,79,187,22٫12,228,153,257,104
Female,308,544,76,179,21٫28,224,151,280,129
Female,308,546,73,177,20٫44,226,146,236,90
Female,308,548,74,175,20٫72,227,153,264,111
Female,308,548,78,182,21٫84,220,158,279,121
Female,308,548,79,186,22٫12,229,161,282,121
Female,308,549,77,182,21٫56,227,150,258,108
Female,308,549,80,193,22٫4,232,153,260,107
Female,308,549,83,196,23٫24,228,164,287,123
Female,308,553,75,182,21,222,152,253,101
Female,308,554,77,187,21٫56,233,159,291,132
Female,308,556,75,185,21,226,143,248,105
Female,308,556,77,193,21٫56,232,156,248,92
Female,308,556,78,175,21٫84,241,151,256,105
Female,308,557,77,188,21٫56,235,154,267,113
Female,308,558,77,188,21٫56,232,158,278,120
Female,308,559,72,176,20٫16,226,144,235,91
Female,308,560,76,180,21٫28,234,153,255,102
Female,308,561,72,175,20٫16,237,151,246,95
Female,308,562,76,183,21٫28,236,162,261,99
Female,308,563,75,184,21,234,154,253,99
Female,308,563,77,187,21٫56,229,152,268,116
Female,308,564,79,195,22٫12,238,158,262,104
Female,308,564,80,184,22٫4,228,153,256,103
Female,308,565,78,183,21٫84,229,157,257,100
Female,308,567,75,183,21,234,159,265,106
Female,308,567,76,184,21٫28,245,150,239,89
Female,308,569,74,182,20٫72,232,147,245,98
Female,308,569,83,194,23٫24,235,156,286,130
Female,308,570,73,178,20٫44,236,155,271,116
Female,308,571,78,186,21٫84,238,147,268,121
Female,308,571,80,191,22٫4,245,152,281,129
Female,308,572,76,181,21٫28,227,153,265,112
Female,308,572,78,187,21٫84,237,161,260,99
Female,308,573,81,190,22٫68,234,147,258,111
Female,308,575,78,187,21٫84,236,159,254,95
Female,308,576,72,173,20٫16,237,154,253,99
Female,308,576,79,183,22٫12,245,156,263,107
Female,308,577,79,184,22٫12,241,147,270,123
Female,308,579,78,181,21٫84,238,146,240,94
Female,308,586,82,191,22٫96,237,145,263,118
Female,308,589,78,182,21٫84,244,154,266,112
Female,309,535,74,174,20٫72,222,150,245,95
Female,309,538,82,195,22٫96,233,151,253,102
Female,309,542,77,190,21٫56,228,152,272,120
Female,309,544,77,188,21٫56,224,150,244,94
Female,309,550,73,178,20٫44,233,147,254,107
Female,309,550,75,176,21,233,149,258,109
Female,309,551,74,185,20٫72,234,152,268,116
Female,309,553,78,190,21٫84,239,158,267,109
Female,309,553,78,192,21٫84,228,159,263,104
Female,309,554,83,200,23٫24,237,160,277,117
Female,309,557,78,185,21٫84,234,152,248,96
Female,309,558,77,187,21٫56,234,150,277,127
Female,309,563,81,190,22٫68,226,152,253,101
